2.279e+11, 0, 2567.29
2.279e+11, 0, 2.56755e+07
2.279e+11, 0, 5.13484e+07
2.279e+11, 0, 7.70213e+07
2.279e+11, 0, 1.02694e+08
2.279e+11, 0, 1.28367e+08
2.279e+11, 0, 1.5404e+08
2.279e+11, 0, 1.79713e+08
2.279e+11, 0, 2.05386e+08
2.279e+11, 0, 2.31059e+08
2.279e+11, 0, 2.56732e+08
2.279e+11, 0, 2.82405e+08
2.279e+11, 0, 3.08077e+08
2.279e+11, 0, 3.3375e+08
2.279e+11, 0, 3.59423e+08
2.279e+11, 0, 3.85096e+08
2.279e+11, 0, 4.10769e+08
2.279e+11, 0, 4.36442e+08
2.279e+11, 0, 4.62115e+08
2.279e+11, 0, 4.87788e+08
2.27899e+11, 0, 5.1346e+08
2.27899e+11, 0, 5.39133e+08
2.27899e+11, 0, 5.64806e+08
2.27899e+11, 0, 5.90479e+08
2.27899e+11, 0, 6.16152e+08
2.27899e+11, 0, 6.41825e+08
2.27899e+11, 0, 6.67497e+08
2.27899e+11, 0, 6.9317e+08
2.27899e+11, 0, 7.18843e+08
2.27899e+11, 0, 7.44516e+08
2.27899e+11, 0, 7.70189e+08
2.27899e+11, 0, 7.95861e+08
2.27899e+11, 0, 8.21534e+08
2.27899e+11, 0, 8.47207e+08
2.27899e+11, 0, 8.7288e+08
2.27898e+11, 0, 8.98552e+08
2.27898e+11, 0, 9.24225e+08
2.27898e+11, 0, 9.49898e+08
2.27898e+11, 0, 9.75571e+08
2.27898e+11, 0, 1.00124e+09
2.27898e+11, 0, 1.02692e+09
2.27898e+11, 0, 1.05259e+09
2.27898e+11, 0, 1.07826e+09
2.27898e+11, 0, 1.10393e+09
2.27898e+11, 0, 1.12961e+09
2.27897e+11, 0, 1.15528e+09
2.27897e+11, 0, 1.18095e+09
2.27897e+11, 0, 1.20662e+09
2.27897e+11, 0, 1.2323e+09
2.27897e+11, 0, 1.25797e+09
2.27897e+11, 0, 1.28364e+09
2.27897e+11, 0, 1.30931e+09
2.27897e+11, 0, 1.33499e+09
2.27896e+11, 0, 1.36066e+09
2.27896e+11, 0, 1.38633e+09
2.27896e+11, 0, 1.412e+09
2.27896e+11, 0, 1.43768e+09
2.27896e+11, 0, 1.46335e+09
2.27896e+11, 0, 1.48902e+09
2.27896e+11, 0, 1.51469e+09
2.27895e+11, 0, 1.54037e+09
2.27895e+11, 0, 1.56604e+09
2.27895e+11, 0, 1.59171e+09
2.27895e+11, 0, 1.61738e+09
2.27895e+11, 0, 1.64306e+09
2.27895e+11, 0, 1.66873e+09
2.27894e+11, 0, 1.6944e+09
2.27894e+11, 0, 1.72007e+09
2.27894e+11, 0, 1.74575e+09
2.27894e+11, 0, 1.77142e+09
2.27894e+11, 0, 1.79709e+09
2.27894e+11, 0, 1.82276e+09
2.27893e+11, 0, 1.84843e+09
2.27893e+11, 0, 1.87411e+09
2.27893e+11, 0, 1.89978e+09
2.27893e+11, 0, 1.92545e+09
2.27893e+11, 0, 1.95112e+09
2.27892e+11, 0, 1.97679e+09
2.27892e+11, 0, 2.00247e+09
2.27892e+11, 0, 2.02814e+09
2.27892e+11, 0, 2.05381e+09
2.27892e+11, 0, 2.07948e+09
2.27891e+11, 0, 2.10515e+09
2.27891e+11, 0, 2.13083e+09
2.27891e+11, 0, 2.1565e+09
2.27891e+11, 0, 2.18217e+09
2.27891e+11, 0, 2.20784e+09
2.2789e+11, 0, 2.23351e+09
2.2789e+11, 0, 2.25919e+09
2.2789e+11, 0, 2.28486e+09
2.2789e+11, 0, 2.31053e+09
2.27889e+11, 0, 2.3362e+09
2.27889e+11, 0, 2.36187e+09
2.27889e+11, 0, 2.38754e+09
2.27889e+11, 0, 2.41322e+09
2.27888e+11, 0, 2.43889e+09
2.27888e+11, 0, 2.46456e+09
2.27888e+11, 0, 2.49023e+09
2.27888e+11, 0, 2.5159e+09
2.27887e+11, 0, 2.54157e+09
2.27887e+11, 0, 2.56725e+09
2.27887e+11, 0, 2.59292e+09
2.27887e+11, 0, 2.61859e+09
2.27886e+11, 0, 2.64426e+09
2.27886e+11, 0, 2.66993e+09
2.27886e+11, 0, 2.6956e+09
2.27886e+11, 0, 2.72127e+09
2.27885e+11, 0, 2.74695e+09
2.27885e+11, 0, 2.77262e+09
2.27885e+11, 0, 2.79829e+09
2.27885e+11, 0, 2.82396e+09
2.27884e+11, 0, 2.84963e+09
2.27884e+11, 0, 2.8753e+09
2.27884e+11, 0, 2.90097e+09
2.27883e+11, 0, 2.92664e+09
2.27883e+11, 0, 2.95231e+09
2.27883e+11, 0, 2.97799e+09
2.27883e+11, 0, 3.00366e+09
2.27882e+11, 0, 3.02933e+09
2.27882e+11, 0, 3.055e+09
2.27882e+11, 0, 3.08067e+09
2.27881e+11, 0, 3.10634e+09
2.27881e+11, 0, 3.13201e+09
2.27881e+11, 0, 3.15768e+09
2.2788e+11, 0, 3.18335e+09
2.2788e+11, 0, 3.20902e+09
2.2788e+11, 0, 3.23469e+09
2.27879e+11, 0, 3.26036e+09
2.27879e+11, 0, 3.28603e+09
2.27879e+11, 0, 3.31171e+09
2.27878e+11, 0, 3.33738e+09
2.27878e+11, 0, 3.36305e+09
2.27878e+11, 0, 3.38872e+09
2.27877e+11, 0, 3.41439e+09
2.27877e+11, 0, 3.44006e+09
2.27877e+11, 0, 3.46573e+09
2.27876e+11, 0, 3.4914e+09
2.27876e+11, 0, 3.51707e+09
2.27876e+11, 0, 3.54274e+09
2.27875e+11, 0, 3.56841e+09
2.27875e+11, 0, 3.59408e+09
2.27875e+11, 0, 3.61975e+09
2.27874e+11, 0, 3.64542e+09
2.27874e+11, 0, 3.67109e+09
2.27874e+11, 0, 3.69676e+09
2.27873e+11, 0, 3.72243e+09
2.27873e+11, 0, 3.7481e+09
2.27872e+11, 0, 3.77377e+09
2.27872e+11, 0, 3.79944e+09
2.27872e+11, 0, 3.82511e+09
2.27871e+11, 0, 3.85078e+09
2.27871e+11, 0, 3.87645e+09
